Company Name,Job Title,Salaries Reported,Location,Salary,Currency,Sal,freq,Tot_sal,Company Name_preprocessed,Job Title_preprocessed,Location_preprocessed,Company_Title,Location_Title
Tech Mahindra,Data Scientist,3.0,Bangalore,"₹15,00,000/yr",₹,1500000,yr,1500000,techmahindra,datascientist,bangalore,techmahindradatascientist,bangaloredatascientist
Data Semantics,Data Scientist,3.0,Bangalore,"₹3,62,209/yr",₹,362209,yr,362209,datasemantics,datascientist,bangalore,datasemanticsdatascientist,bangaloredatascientist
GE Aviation,Data Scientist,3.0,Bangalore,"₹13,49,689/yr",₹,1349689,yr,1349689,geaviation,datascientist,bangalore,geaviationdatascientist,bangaloredatascientist
Landmark Group,Data Scientist,3.0,Bangalore,"₹16,05,804/yr",₹,1605804,yr,1605804,landmarkgroup,datascientist,bangalore,landmarkgroupdatascientist,bangaloredatascientist
Neustar,Data Scientist,3.0,Bangalore,"₹19,23,665/yr",₹,1923665,yr,1923665,neustar,datascientist,bangalore,neustardatascientist,bangaloredatascientist
Axis Bank,Data Scientist,3.0,Bangalore,"₹11,71,687/yr",₹,1171687,yr,1171687,axisbank,datascientist,bangalore,axisbankdatascientist,bangaloredatascientist
Comviva,Data Scientist,3.0,Bangalore,"₹9,00,000/yr",₹,900000,yr,900000,comviva,datascientist,bangalore,comvivadatascientist,bangaloredatascientist
iQuanti,Data Scientist,3.0,Bangalore,"₹20,46,452/yr",₹,2046452,yr,2046452,iquanti,datascientist,bangalore,iquantidatascientist,bangaloredatascientist
Mercedes-Benz International,Data Scientist,2.0,Bangalore,"₹93,234/mo",₹,93234,mo,1118808,mercedesbenzinternational,datascientist,bangalore,mercedesbenzinternationaldatascientist,bangaloredatascientist
Zoom Video Communications,Data Scientist,2.0,Bangalore,"₹28,39,076/yr",₹,2839076,yr,2839076,zoomvideocommunications,datascientist,bangalore,zoomvideocommunicationsdatascientist,bangaloredatascientist
Money View,Data Scientist,2.0,Bangalore,"₹14,38,576/yr",₹,1438576,yr,1438576,moneyview,datascientist,bangalore,moneyviewdatascientist,bangaloredatascientist
nference,Data Scientist,2.0,Bangalore,"₹19,30,235/yr",₹,1930235,yr,1930235,nference,datascientist,bangalore,nferencedatascientist,bangaloredatascientist
KrazyBee,Data Scientist,2.0,Bangalore,"₹11,49,607/yr",₹,1149607,yr,1149607,krazybee,datascientist,bangalore,krazybeedatascientist,bangaloredatascientist
Applied Materials,Data Scientist,2.0,Bangalore,"₹14,07,768/yr",₹,1407768,yr,1407768,appliedmaterials,datascientist,bangalore,appliedmaterialsdatascientist,bangaloredatascientist
Mavenir,Data Scientist,2.0,Bangalore,"₹9,61,306/yr",₹,961306,yr,961306,mavenir,datascientist,bangalore,mavenirdatascientist,bangaloredatascientist
Molecular Connections,Data Scientist,2.0,Bangalore,"₹43,047/mo",₹,43047,mo,516564,molecularconnections,datascientist,bangalore,molecularconnectionsdatascientist,bangaloredatascientist
Yodlee,Data Scientist,2.0,Bangalore,"₹23,15,641/yr",₹,2315641,yr,2315641,yodlee,datascientist,bangalore,yodleedatascientist,bangaloredatascientist
NovelSynth Soft Solutions,Data Scientist,2.0,Bangalore,"₹20,465/mo",₹,20465,mo,245580,novelsynthsoftsolutions,datascientist,bangalore,novelsynthsoftsolutionsdatascientist,bangaloredatascientist
Locus,Data Scientist,2.0,Bangalore,"₹24,72,920/yr",₹,2472920,yr,2472920,locus,datascientist,bangalore,locusdatascientist,bangaloredatascientist
IVYTEL Technologies,Data Scientist,2.0,Bangalore,"₹4,96,798/yr",₹,496798,yr,496798,ivyteltechnologies,datascientist,bangalore,ivyteltechnologiesdatascientist,bangaloredatascientist
Sumyag,Data Scientist,2.0,Bangalore,"₹64,222/mo",₹,64222,mo,770664,sumyag,datascientist,bangalore,sumyagdatascientist,bangaloredatascientist
Wabtec,Data Scientist,2.0,Bangalore,"₹24,20,967/yr",₹,2420967,yr,2420967,wabtec,datascientist,bangalore,wabtecdatascientist,bangaloredatascientist
VMware,Data Scientist,2.0,Bangalore,"₹20,79,353/yr",₹,2079353,yr,2079353,vmware,datascientist,bangalore,vmwaredatascientist,bangaloredatascientist
Wipro Digital,Data Scientist,2.0,Bangalore,"₹12,07,396/yr",₹,1207396,yr,1207396,wiprodigital,datascientist,bangalore,wiprodigitaldatascientist,bangaloredatascientist
Zycus,Data Scientist,2.0,Bangalore,"₹75,372/mo",₹,75372,mo,904464,zycus,datascientist,bangalore,zycusdatascientist,bangaloredatascientist
Tyson Foods,Data Scientist,2.0,Bangalore,"₹18,25,549/yr",₹,1825549,yr,1825549,tysonfoods,datascientist,bangalore,tysonfoodsdatascientist,bangaloredatascientist
OceanFrogs,Data Scientist,2.0,Bangalore,"₹37,004/mo",₹,37004,mo,444048,oceanfrogs,datascientist,bangalore,oceanfrogsdatascientist,bangaloredatascientist
Lenovo,Data Scientist,2.0,Bangalore,"₹19,17,242/yr",₹,1917242,yr,1917242,lenovo,datascientist,bangalore,lenovodatascientist,bangaloredatascientist
Tata,Data Scientist,2.0,Bangalore,"₹16,12,292/yr",₹,1612292,yr,1612292,tata,datascientist,bangalore,tatadatascientist,bangaloredatascientist
Simplilearn Solutions,Data Scientist,2.0,Bangalore,"₹1,587/hr",₹,1587,hr,13711680,simplilearnsolutions,datascientist,bangalore,simplilearnsolutionsdatascientist,bangaloredatascientist
Dun & Bradstreet,Data Scientist,2.0,Bangalore,"₹15,169/mo",₹,15169,mo,182028,dunbradstreet,datascientist,bangalore,dunbradstreetdatascientist,bangaloredatascientist
AlmaBetter,Data Scientist,2.0,Bangalore,"₹7,29,193/yr",₹,729193,yr,729193,almabetter,datascientist,bangalore,almabetterdatascientist,bangaloredatascientist
CreditNirvana,Data Scientist,2.0,Bangalore,"₹12,45,989/yr",₹,1245989,yr,1245989,creditnirvana,datascientist,bangalore,creditnirvanadatascientist,bangaloredatascientist
DONE by NONE,Data Scientist,2.0,Bangalore,"₹7,50,734/yr",₹,750734,yr,750734,donebynone,datascientist,bangalore,donebynonedatascientist,bangaloredatascientist
Accentue,Data Scientist,2.0,Bangalore,"₹13,19,401/yr",₹,1319401,yr,1319401,accentue,datascientist,bangalore,accentuedatascientist,bangaloredatascientist
SymphonyAI,Data Scientist,2.0,Bangalore,₹964/hr,₹,964,hr,8328960,symphonyai,datascientist,bangalore,symphonyaidatascientist,bangaloredatascientist
First Student,Data Scientist,2.0,Bangalore,"₹41,750/mo",₹,41750,mo,501000,firststudent,datascientist,bangalore,firststudentdatascientist,bangaloredatascientist
Datamatics Global Services,Data Scientist,2.0,Bangalore,"₹12,23,165/yr",₹,1223165,yr,1223165,datamaticsglobalservices,datascientist,bangalore,datamaticsglobalservicesdatascientist,bangaloredatascientist
Razorpay,Data Scientist,2.0,Bangalore,"₹14,23,985/yr",₹,1423985,yr,1423985,razorpay,datascientist,bangalore,razorpaydatascientist,bangaloredatascientist
NTT Ltd.,Data Scientist,2.0,Bangalore,"₹1,34,323/mo",₹,134323,mo,1611876,nttltd,datascientist,bangalore,nttltddatascientist,bangaloredatascientist
mfine,Data Scientist,2.0,Bangalore,"₹20,50,962/yr",₹,2050962,yr,2050962,mfine,datascientist,bangalore,mfinedatascientist,bangaloredatascientist
Marlabs,Data Scientist,2.0,Bangalore,"₹13,04,028/yr",₹,1304028,yr,1304028,marlabs,datascientist,bangalore,marlabsdatascientist,bangaloredatascientist
Optum Global Solutions,Data Scientist,2.0,Bangalore,"₹12,13,107/yr",₹,1213107,yr,1213107,optumglobalsolutions,datascientist,bangalore,optumglobalsolutionsdatascientist,bangaloredatascientist
Reckonsys,Data Scientist,2.0,Bangalore,"₹1,11,147/mo",₹,111147,mo,1333764,reckonsys,datascientist,bangalore,reckonsysdatascientist,bangaloredatascientist
Apisero,Data Scientist,2.0,Bangalore,"₹9,50,000/yr",₹,950000,yr,950000,apisero,datascientist,bangalore,apiserodatascientist,bangaloredatascientist
Aruba Networks,Data Scientist,2.0,Bangalore,"₹15,18,492/yr",₹,1518492,yr,1518492,arubanetworks,datascientist,bangalore,arubanetworksdatascientist,bangaloredatascientist
Intellicar,Data Scientist,2.0,Bangalore,"₹13,27,250/yr",₹,1327250,yr,1327250,intellicar,datascientist,bangalore,intellicardatascientist,bangaloredatascientist
ORMAE,Data Scientist,2.0,Bangalore,"₹16,862/mo",₹,16862,mo,202344,ormae,datascientist,bangalore,ormaedatascientist,bangaloredatascientist
CROPIN TECHNOLOGY SOLUTIONS,Data Scientist,2.0,Bangalore,"₹18,830/mo",₹,18830,mo,225960,cropintechnologysolutions,datascientist,bangalore,cropintechnologysolutionsdatascientist,bangaloredatascientist
Belong,Data Scientist,2.0,Bangalore,"₹14,33,532/yr",₹,1433532,yr,1433532,belong,datascientist,bangalore,belongdatascientist,bangaloredatascientist
Mobile Premier League,Data Scientist,2.0,Bangalore,"₹24,04,581/yr",₹,2404581,yr,2404581,mobilepremierleague,datascientist,bangalore,mobilepremierleaguedatascientist,bangaloredatascientist
Smiths Detection,Data Scientist,2.0,Bangalore,"₹15,60,483/yr",₹,1560483,yr,1560483,smithsdetection,datascientist,bangalore,smithsdetectiondatascientist,bangaloredatascientist
Shubh Loans,Data Scientist,2.0,Bangalore,"₹9,96,878/yr",₹,996878,yr,996878,shubhloans,datascientist,bangalore,shubhloansdatascientist,bangaloredatascientist
TCS,Data Scientist,2.0,Bangalore,"₹2,94,363/mo",₹,294363,mo,3532356,tcs,datascientist,bangalore,tcsdatascientist,bangaloredatascientist
Fresher,Data Scientist,2.0,Bangalore,"₹7,03,427/yr",₹,703427,yr,703427,fresher,datascientist,bangalore,fresherdatascientist,bangaloredatascientist
Aditya Birla Group,Data Scientist,2.0,Bangalore,"₹16,35,202/yr",₹,1635202,yr,1635202,adityabirlagroup,datascientist,bangalore,adityabirlagroupdatascientist,bangaloredatascientist
Morgan Stanley,Data Scientist,2.0,Bangalore,"₹12,99,238/yr",₹,1299238,yr,1299238,morganstanley,datascientist,bangalore,morganstanleydatascientist,bangaloredatascientist
Publicis Sapient,Data Scientist,2.0,Bangalore,"₹33,050/mo",₹,33050,mo,396600,publicissapient,datascientist,bangalore,publicissapientdatascientist,bangaloredatascientist
DataVal Analytics,Data Scientist,2.0,Bangalore,"₹57,921/mo",₹,57921,mo,695052,datavalanalytics,datascientist,bangalore,datavalanalyticsdatascientist,bangaloredatascientist
Thomson Reuters,Data Scientist,2.0,Bangalore,"₹15,32,945/yr",₹,1532945,yr,1532945,thomsonreuters,datascientist,bangalore,thomsonreutersdatascientist,bangaloredatascientist
Numerify,Data Scientist,2.0,Bangalore,"₹25,30,666/yr",₹,2530666,yr,2530666,numerify,datascientist,bangalore,numerifydatascientist,bangaloredatascientist
Kabbage,Data Scientist,2.0,Bangalore,"₹20,65,471/yr",₹,2065471,yr,2065471,kabbage,datascientist,bangalore,kabbagedatascientist,bangaloredatascientist
Loyalytics Consulting,Data Scientist,2.0,Bangalore,"₹7,12,128/yr",₹,712128,yr,712128,loyalyticsconsulting,datascientist,bangalore,loyalyticsconsultingdatascientist,bangaloredatascientist
Monsanto Company,Data Scientist,2.0,Bangalore,"₹19,75,970/yr",₹,1975970,yr,1975970,monsantocompany,datascientist,bangalore,monsantocompanydatascientist,bangaloredatascientist
FOKAL,Data Scientist,2.0,Bangalore,"₹10,85,362/yr",₹,1085362,yr,1085362,fokal,datascientist,bangalore,fokaldatascientist,bangaloredatascientist
Sutherland,Data Scientist,2.0,Bangalore,"₹10,64,862/yr",₹,1064862,yr,1064862,sutherland,datascientist,bangalore,sutherlanddatascientist,bangaloredatascientist
Hypersonix (CA),Data Scientist,2.0,Bangalore,"₹31,46,934/yr",₹,3146934,yr,3146934,hypersonixca,datascientist,bangalore,hypersonixcadatascientist,bangaloredatascientist
Boeing,Data Scientist,2.0,Bangalore,"₹22,66,312/yr",₹,2266312,yr,2266312,boeing,datascientist,bangalore,boeingdatascientist,bangaloredatascientist
Utopus Insights,Data Scientist,2.0,Bangalore,"₹11,63,045/yr",₹,1163045,yr,1163045,utopusinsights,datascientist,bangalore,utopusinsightsdatascientist,bangaloredatascientist
Apple,Data Scientist,2.0,Bangalore,"₹8,57,370/yr",₹,857370,yr,857370,apple,datascientist,bangalore,appledatascientist,bangaloredatascientist
GetupForChange Services,Data Scientist,2.0,Bangalore,"₹56,808/mo",₹,56808,mo,681696,getupforchangeservices,datascientist,bangalore,getupforchangeservicesdatascientist,bangaloredatascientist
MIQ Logistics,Data Scientist,2.0,Bangalore,"₹6,01,398/yr",₹,601398,yr,601398,miqlogistics,datascientist,bangalore,miqlogisticsdatascientist,bangaloredatascientist
Zendrive,Data Scientist,2.0,Bangalore,"₹15,74,844/yr",₹,1574844,yr,1574844,zendrive,datascientist,bangalore,zendrivedatascientist,bangaloredatascientist
Honeywell,Data Scientist,2.0,Bangalore,"₹70,114/mo",₹,70114,mo,841368,honeywell,datascientist,bangalore,honeywelldatascientist,bangaloredatascientist
Paytm,Data Scientist,2.0,Bangalore,"₹5,49,688/yr",₹,549688,yr,549688,paytm,datascientist,bangalore,paytmdatascientist,bangaloredatascientist
Unilever,Data Scientist,2.0,Bangalore,"₹17,05,561/yr",₹,1705561,yr,1705561,unilever,datascientist,bangalore,unileverdatascientist,bangaloredatascientist
Conduent,Data Scientist,2.0,Bangalore,"₹8,46,242/yr",₹,846242,yr,846242,conduent,datascientist,bangalore,conduentdatascientist,bangaloredatascientist
3K Technologies,Data Scientist,2.0,Bangalore,"₹7,98,116/yr",₹,798116,yr,798116,3ktechnologies,datascientist,bangalore,3ktechnologiesdatascientist,bangaloredatascientist
DONE by NONE,Data Scientist,2.0,Bangalore,"₹15,033/mo",₹,15033,mo,180396,donebynone,datascientist,bangalore,donebynonedatascientist,bangaloredatascientist
Netenrich Inc.,Data Scientist,2.0,Bangalore,"₹11,64,765/yr",₹,1164765,yr,1164765,netenrichinc,datascientist,bangalore,netenrichincdatascientist,bangaloredatascientist
Majorel,Data Scientist,2.0,Bangalore,"₹1,12,271/mo",₹,112271,mo,1347252,majorel,datascientist,bangalore,majoreldatascientist,bangaloredatascientist
Polynomial.Ai,Data Scientist,2.0,Bangalore,"₹5,00,036/yr",₹,500036,yr,500036,polynomialai,datascientist,bangalore,polynomialaidatascientist,bangaloredatascientist
HARMAN,Data Scientist,2.0,Bangalore,"₹6,38,755/yr",₹,638755,yr,638755,harman,datascientist,bangalore,harmandatascientist,bangaloredatascientist
Mbb Labs,Data Scientist,2.0,Bangalore,"₹1,00,392/mo",₹,100392,mo,1204704,mbblabs,datascientist,bangalore,mbblabsdatascientist,bangaloredatascientist
Analytics Vidhya,Data Scientist,2.0,Bangalore,"₹12,721/mo",₹,12721,mo,152652,analyticsvidhya,datascientist,bangalore,analyticsvidhyadatascientist,bangaloredatascientist
KPMG,Data Scientist,2.0,Bangalore,"₹8,74,565/yr",₹,874565,yr,874565,kpmg,datascientist,bangalore,kpmgdatascientist,bangaloredatascientist
Inference Labs,Data Scientist,2.0,Bangalore,"₹53,107/mo",₹,53107,mo,637284,inferencelabs,datascientist,bangalore,inferencelabsdatascientist,bangaloredatascientist
Cartesian Consulting,Data Scientist,2.0,Bangalore,"₹9,54,426/yr",₹,954426,yr,954426,cartesianconsulting,datascientist,bangalore,cartesianconsultingdatascientist,bangaloredatascientist
ZedEye Labs,Data Scientist,2.0,Bangalore,"₹77,818/mo",₹,77818,mo,933816,zedeyelabs,datascientist,bangalore,zedeyelabsdatascientist,bangaloredatascientist
McAfee,Data Scientist,2.0,Bangalore,"₹11,81,838/yr",₹,1181838,yr,1181838,mcafee,datascientist,bangalore,mcafeedatascientist,bangaloredatascientist
Zinnov Management Consulting,Data Scientist,2.0,Bangalore,"₹10,68,503/yr",₹,1068503,yr,1068503,zinnovmanagementconsulting,datascientist,bangalore,zinnovmanagementconsultingdatascientist,bangaloredatascientist
Microsoft,Data Scientist,2.0,Bangalore,"₹83,857/mo",₹,83857,mo,1006284,microsoft,datascientist,bangalore,microsoftdatascientist,bangaloredatascientist
Simpl,Data Scientist,2.0,Bangalore,"₹19,62,841/yr",₹,1962841,yr,1962841,simpl,datascientist,bangalore,simpldatascientist,bangaloredatascientist
Unisys,Data Scientist,2.0,Bangalore,"₹11,04,704/yr",₹,1104704,yr,1104704,unisys,datascientist,bangalore,unisysdatascientist,bangaloredatascientist
Shaw Academy,Data Scientist,2.0,Bangalore,"₹14,33,708/yr",₹,1433708,yr,1433708,shawacademy,datascientist,bangalore,shawacademydatascientist,bangaloredatascientist
Rakuten,Data Scientist,2.0,Bangalore,"₹19,29,554/yr",₹,1929554,yr,1929554,rakuten,datascientist,bangalore,rakutendatascientist,bangaloredatascientist
Blue Yonder,Data Scientist,2.0,Bangalore,"₹21,84,214/yr",₹,2184214,yr,2184214,blueyonder,datascientist,bangalore,blueyonderdatascientist,bangaloredatascientist
SalesKen,Data Scientist,2.0,Bangalore,"₹10,39,792/yr",₹,1039792,yr,1039792,salesken,datascientist,bangalore,saleskendatascientist,bangaloredatascientist
Danske IT and Support Services,Data Scientist,2.0,Bangalore,"₹8,31,774/yr",₹,831774,yr,831774,danskeitandsupportservices,datascientist,bangalore,danskeitandsupportservicesdatascientist,bangaloredatascientist
Samsung Electronics,Data Scientist,2.0,Bangalore,"₹21,97,572/yr",₹,2197572,yr,2197572,samsungelectronics,datascientist,bangalore,samsungelectronicsdatascientist,bangaloredatascientist
Sonata Software,Data Scientist,2.0,Bangalore,"₹6,27,332/yr",₹,627332,yr,627332,sonatasoftware,datascientist,bangalore,sonatasoftwaredatascientist,bangaloredatascientist
Merck KGaA,Data Scientist,2.0,Bangalore,"₹8,27,767/yr",₹,827767,yr,827767,merckkgaa,datascientist,bangalore,merckkgaadatascientist,bangaloredatascientist
GE,Data Scientist,2.0,Bangalore,₹835/hr,₹,835,hr,7214400,ge,datascientist,bangalore,gedatascientist,bangaloredatascientist
InViz AI Solutions,Data Scientist,2.0,Bangalore,"₹7,76,836/yr",₹,776836,yr,776836,invizaisolutions,datascientist,bangalore,invizaisolutionsdatascientist,bangaloredatascientist
Sumyag,Data Scientist,2.0,Bangalore,"₹29,520/mo",₹,29520,mo,354240,sumyag,datascientist,bangalore,sumyagdatascientist,bangaloredatascientist
Samsung R&D Institute India - Bangalore,Data Scientist,2.0,Bangalore,"₹19,75,545/yr",₹,1975545,yr,1975545,samsungrdinstituteindiabangalore,datascientist,bangalore,samsungrdinstituteindiabangaloredatascientist,bangaloredatascientist
Quess,Data Scientist,2.0,Bangalore,"₹7,81,491/yr",₹,781491,yr,781491,quess,datascientist,bangalore,quessdatascientist,bangaloredatascientist
QuEST Global,Data Scientist,2.0,Bangalore,"₹14,08,375/yr",₹,1408375,yr,1408375,questglobal,datascientist,bangalore,questglobaldatascientist,bangaloredatascientist
Ong & Shan,Data Scientist,2.0,Bangalore,₹183/hr,₹,183,hr,1581120,ongshan,datascientist,bangalore,ongshandatascientist,bangaloredatascientist
PayU,Data Scientist,2.0,Bangalore,"₹20,18,938/yr",₹,2018938,yr,2018938,payu,datascientist,bangalore,payudatascientist,bangaloredatascientist
Encora,Data Scientist,2.0,Bangalore,"₹12,56,429/yr",₹,1256429,yr,1256429,encora,datascientist,bangalore,encoradatascientist,bangaloredatascientist
Tata Consultancy Services,Data Scientist,2.0,Bangalore,"₹1,18,986/mo",₹,118986,mo,1427832,tataconsultancyservices,datascientist,bangalore,tataconsultancyservicesdatascientist,bangaloredatascientist
